2.58813e-2, -1.04212e+0
1.93135e-2, -9.30445e-1
1.52035e-2, -8.26474e-1
1.38198e-2, -7.22503e-1
1.23977e-2, -6.14681e-1
1.10907e-2, -4.99158e-1
1.00909e-2, -3.79783e-1
9.28307e-3, -2.60409e-1
8.28324e-3, -1.41035e-1
7.28341e-3, -2.16606e-2
6.51393e-3, 1.01564e-1
6.20534e-3, 2.17088e-1
6.01196e-3, 3.32611e-1
5.93368e-3, 4.55836e-1
5.93229e-3, 5.71360e-1
6.12295e-3, 6.83032e-1
6.16006e-3, 7.90854e-1
6.69627e-3, 9.06378e-1
7.61653e-3, 1.01805e+0
8.69053e-3, 1.11817e+0
9.68764e-3, 1.22599e+0
1.07232e-2, 1.32996e+0
1.16052e-2, 1.42623e+0
1.32169e-2, 1.51865e+0
1.50591e-2, 1.60337e+0
1.78613e-2, 1.68424e+0
2.12398e-2, 1.74200e+0
2.48874e-2, 1.77665e+0
