-1.61335e+1, -4.54991e-1
-1.53049e+1, -1.15964e+0
-1.42923e+1, -1.13225e+0
-1.32336e+1, -1.03580e+0
-1.22209e+1, -9.25532e-1
-1.12083e+1, -8.24470e-1
-1.01496e+1, -7.23419e-1
-9.18297e+0, -6.13138e-1
-8.17031e+0, -5.02867e-1
-7.11162e+0, -3.83399e-1
-6.14499e+0, -2.63909e-1
-5.08631e+0, -1.44441e-1
-4.11968e+0, -2.49509e-2
-3.06099e+0, 9.45176e-2
-2.04833e+0, 2.13997e-1
-1.03567e+0, 3.33476e-1
-2.30150e-2, 4.52955e-1
9.89643e-1, 5.67830e-1
2.04833e+0, 6.82694e-1
3.01496e+0, 7.88371e-1
4.07365e+0, 8.98631e-1
5.08631e+0, 1.00890e+0
6.05293e+0, 1.10997e+0
7.11162e+0, 1.21563e+0
8.17031e+0, 1.32128e+0
9.18297e+0, 1.41774e+0
1.01956e+1, 1.50960e+0
1.12543e+1, 1.59683e+0
1.22209e+1, 1.67028e+0
1.32336e+1, 1.73451e+0
1.42463e+1, 1.76650e+0
1.51669e+1, 1.34270e+0
1.61335e+1, 1.29183e+0
1.71461e+1, 1.23634e+0
